,connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,Contact/ non-contact,injury area,player role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,smart_id,entry_year,week.1,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,season.1,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,distance_miles,HOME_day_since_last_game,AWAY_day_since_last_game
10,2020_01_IND_JAX_Allen,2020_JAX_41_Allen,2020_01_IND_JAX,JAX,IND,REG,1,IND,away,JAX,IND,59,44087,49,949,949,Half2,3,1.0,IND 41,10,"(:49) (Shotgun) 17-P.Rivers pass incomplete short right to 28-J.Taylor [41-J.Allen]. JAX-41-J.Allen was injured during the play. PENALTY on JAX-44-M.Jack, Defensive Pass Interference, 4 yards, enforced at IND 41 - No Play.",J,Allen,JAX,41,contact,lower body,tackler,2020,JAX,DL,DE,41,R/Injured,Josh Allen,Joshua,Allen,7/13/97,77,262,Kentucky,1,REG,Josh,3200414c-4c52-8759-5d19-904fa0fc8823,2019,1,Sun,9/13/20,13:00:00,Jacksonville Jaguars,Indianapolis Colts,27,20,241,0,445,2,2020,False,Jacksonville Jaguars,Indianapolis Colts,JAX,IND,2,161,Bermuda Grass,Grass,TIAA Bank Field,False,83.0,91.25,6.0,78.75,0.0,30.3237,-81.636,39.7255,-86.2698,700.2778329,0,0
11,2020_01_IND_JAX_Wilson,2020_JAX_26_Wilson,2020_01_IND_JAX,JAX,IND,REG,1,IND,away,JAX,JAX,35,44087,356,356,356,Half2,4,,JAX 35,0,"4-J.Lambo kicks 65 yards from JAX 35 to end zone, Touchback. JAX-26-J.Wilson was injured during the play.",J,Wilson,JAX,26,non contact,lower body,AFP,2020,JAX,DB,SS,26,Active,Jarrod Wilson,Jarrod,Wilson,02/09/1994,74,210,Michigan,4,REG,Jarrod,32005749-4c72-2801-1e09-5394fb63ab28,2016,1,Sun,9/13/20,13:00:00,Jacksonville Jaguars,Indianapolis Colts,27,20,241,0,445,2,2020,False,Jacksonville Jaguars,Indianapolis Colts,JAX,IND,2,161,Bermuda Grass,Grass,TIAA Bank Field,False,83.0,91.25,6.0,78.75,0.0,30.3237,-81.636,39.7255,-86.2698,700.2778329,0,0
12,2020_01_LAC_CIN_Reader,2020_CIN_98_Reader,2020_01_LAC_CIN,CIN,LAC,REG,1,LAC,away,CIN,LAC,55,44087,84,984,984,Half2,3,1.0,LAC 45,10,(1:24) (Shotgun) 5-T.Taylor pass short left to 30-A.Ekeler pushed ob at LAC 48 for 3 yards (57-G.Pratt). CIN-98-D.Reader was injured during the play.,D,Reader,CIN,98,contact,knee,pass blocker,2020,CIN,DL,NT,98,R/Injured,D.J. Reader,David,Reader,07/01/1994,75,347,Clemson,4,REG,D.J.,32005245-4114-8116-e0aa-521c3fdaafdb,2016,1,Sun,9/13/20,16:05:00,Los Angeles Chargers,Cincinnati Bengals,16,13,362,0,295,2,2020,True,Cincinnati Bengals,Los Angeles Chargers,CIN,LAC,3,194,UBU Sports Speed S5-M Synthetic Turf,Turf,Paul Brown Stadium,False,81.5,83.75,4.25,57.25,0.0,39.0964,-84.5164,33.8642,-118.261,1898.039327,0,0
13,2020_01_LAC_CIN_Su'a-Filo,2020_CIN_72_Su'a-Filo,2020_01_LAC_CIN,CIN,LAC,REG,1,CIN,home,LAC,CIN,52,44087,306,1206,1206,Half2,3,2.0,CIN 48,5,(5:06) 28-J.Mixon left guard to LAC 48 for 4 yards (98-I.Rochell). CIN-72-X.Su'a-Filo was injured during the play.,X,Su'a-Filo,CIN,72,contact,lower body,run blocker,2020,CIN,OL,G,72,Active,Xavier Su'a-Filo,Xavier,Su'a-Filo,01/01/1991,76,310,UCLA,6,REG,Xavier,32005355-4120-7644-28c1-ef0d19aed7e8,2014,1,Sun,9/13/20,16:05:00,Los Angeles Chargers,Cincinnati Bengals,16,13,362,0,295,2,2020,True,Cincinnati Bengals,Los Angeles Chargers,CIN,LAC,3,194,UBU Sports Speed S5-M Synthetic Turf,Turf,Paul Brown Stadium,False,81.5,83.75,4.25,57.25,0.0,39.0964,-84.5164,33.8642,-118.261,1898.039327,0,0
14,2020_01_LAC_CIN_Tranquill,2020_LAC_49_Tranquill,2020_01_LAC_CIN,CIN,LAC,REG,1,CIN,home,LAC,CIN,68,44087,675,1575,3375,Half1,1,1.0,CIN 32,10,(11:15) 9-J.Burrow pass short right to 89-D.Sample to CIN 39 for 7 yards (56-K.Murray Jr.). LAC-49-D.Tranquill was injured during the play.,D,Tranquill,LAC,49,contact,lower body,run blocker,2020,LAC,LB,ILB,49,R/Injured,Drue Tranquill,Drue,Tranquill,8/15/95,74,234,Notre Dame,1,REG,Drue,32005452-4128-9059-cb73-4eadedc51904,2019,1,Sun,9/13/20,16:05:00,Los Angeles Chargers,Cincinnati Bengals,16,13,362,0,295,2,2020,True,Cincinnati Bengals,Los Angeles Chargers,CIN,LAC,3,194,UBU Sports Speed S5-M Synthetic Turf,Turf,Paul Brown Stadium,False,81.5,83.75,4.25,57.25,0.0,39.0964,-84.5164,33.8642,-118.261,1898.039327,0,0
15,2020_01_LV_CAR_Kwiatkoski,2020_LV_44_Kwiatkoski,2020_01_LV_CAR,CAR,LV,REG,1,CAR,home,LV,CAR,76,44087,573,1473,1473,Half2,3,1.0,CAR 24,10,(9:33) (Shotgun) 5-T.Bridgewater pass incomplete short left to 22-C.McCaffrey. LV-44-N.Kwiatkoski was injured during the play.,N,Kwiatkoski,LV,44,non contact,upper body,AFP,2020,LV,LB,ILB,44,R/COVID-19,Nick Kwiatkoski,Nicholas,Kwiatkoski,5/26/93,74,242,West Virginia,4,REG,Nick,32004b57-4905-9326-3c1f-c16165bd8c39,2016,1,Sun,9/13/20,13:00:00,Las Vegas Raiders,Carolina Panthers,34,30,372,0,388,0,2020,True,Carolina Panthers,Las Vegas Raiders,CAR,LV,1,177,Bermuda Grass,Grass,Bank of America Stadium,False,81.75,84.75,3.25,62.5,0.0,35.2256,-80.8513,36.0888,-115.1845,1918.432407,0,0
16,2020_01_NYJ_BUF_Cashman,2020_NYJ_53_Cashman,2020_01_NYJ_BUF,BUF,NYJ,REG,1,BUF,home,NYJ,NYJ,46,44087,769,1669,3469,Half1,1,3.0,NYJ 46,2,"(12:49) (No Huddle, Shotgun) 17-J.Allen pass short left to 14-S.Diggs pushed ob at NYJ 42 for 4 yards (31-B.Austin). NYJ-53-B.Cashman was injured during the play.",B,Cashman,NYJ,53,non contact,lower body,AFP,2020,NYJ,LB,ILB,53,R/Injured,Blake Cashman,Blake,Cashman,05/10/1996,73,235,Minnesota,1,REG,Blake,32004341-5331-6185-2b37-0d7120bc9212,2019,1,Sun,9/13/20,13:00:00,Buffalo Bills,New York Jets,27,17,404,2,254,2,2020,False,Buffalo Bills,New York Jets,BUF,NYJ,2,188,A-Turf Titan,Turf,Highmark Stadium,False,67.5,68.5,12.0,95.25,0.0,42.7738,-78.7875,40.8137,-74.0829,277.5750706,0,0
17,2020_01_NYJ_BUF_Hyde,2020_BUF_23_Hyde,2020_01_NYJ_BUF,BUF,NYJ,REG,1,NYJ,away,BUF,NYJ,65,44087,42,942,2742,Half1,1,2.0,NYJ 35,12,(:42) (Shotgun) 14-S.Darnold pass incomplete deep right to 82-J.Crowder. BUF-23-M.Hyde was injured during the play.,M,Hyde,BUF,23,non contact,ankle,pass defender,2020,BUF,DB,FS,23,Active,Micah Hyde,Micah,Hyde,12/31/90,72,197,Iowa,7,CON,Micah,32004859-4442-2041-2cef-c6fc73545f0d,2013,1,Sun,9/13/20,13:00:00,Buffalo Bills,New York Jets,27,17,404,2,254,2,2020,False,Buffalo Bills,New York Jets,BUF,NYJ,2,188,A-Turf Titan,Turf,Highmark Stadium,False,67.5,68.5,12.0,95.25,0.0,42.7738,-78.7875,40.8137,-74.0829,277.5750706,0,0
18,2020_01_PHI_WAS_Curry,2020_PHI_75_Curry,2020_01_PHI_WAS,WAS,PHI,REG,1,WAS,home,PHI,PHI,27,44087,38,938,938,Half2,3,1.0,PHI 27,10,(:38) 7-D.Haskins pass short middle to 82-L.Thomas to PHI 23 for 4 yards (23-R.McLeod). PHI-75-V.Curry was injured during the play.,V,Curry,PHI,75,non contact,lower body,pass blocker,2020,PHI,DL,DE,75,Active,Vinny Curry,Vincent,Curry,6/30/88,75,279,Marshall,8,REG,Vinny,32004355-5252-8238-37c9-886c456a9256,2012,1,Sun,9/13/20,13:00:00,Washington Football Team,Philadelphia Eagles,27,17,239,0,265,3,2020,False,Washington Football Team,Philadelphia Eagles,WAS,PHI,2,191,Bermuda Grass,Grass,FedExField,False,77.5,79.0,5.0,71.5,0.0,39.0267,-77.4441,39.9074,-75.1783,135.3131785,0,0
19,2020_01_PHI_WAS_Graham,2020_PHI_55_Graham,2020_01_PHI_WAS,WAS,PHI,REG,1,WAS,home,PHI,PHI,48,44087,747,747,747,Half2,4,1.0,PHI 48,10,(12:27) (Shotgun) 7-D.Haskins pass short right to 17-T.McLaurin to PHI 45 for 3 yards (21-J.Mills). PHI-55-B.Graham was injured during the play.,B,Graham,PHI,55,contact,upper body,tackler,2020,PHI,DL,DE,55,Active,Brandon Graham,Brandon,Graham,04/03/1988,74,265,Michigan,10,REG,Brandon,32004752-4113-0064-408f-cc7f40d8b327,2010,1,Sun,9/13/20,13:00:00,Washington Football Team,Philadelphia Eagles,27,17,239,0,265,3,2020,False,Washington Football Team,Philadelphia Eagles,WAS,PHI,2,191,Bermuda Grass,Grass,FedExField,False,77.5,79.0,5.0,71.5,0.0,39.0267,-77.4441,39.9074,-75.1783,135.3131785,0,0
20,2020_01_PIT_NYG_Banner,2020_PIT_72_Banner,2020_01_PIT_NYG,NYG,PIT,REG,1,PIT,away,NYG,NYG,8,44088,328,328,328,Half2,4,3.0,NYG 8,4,"(5:28) (Shotgun) 7-B.Roethlisberger pass short left to 19-J.Smith-Schuster for 8 yards, TOUCHDOWN. PIT-72-Z.Banner was injured during the play.",Z,Banner,PIT,72,contact,lower body,run blocker,2020,PIT,OL,T,72,R/Injured,Zach Banner,Zach,Banner,12/25/93,80,358,Southern California,3,WC,Zach,32004241-4e70-1016-865d-48751296db50,2017,1,Mon,9/14/20,19:15:00,Pittsburgh Steelers,New York Giants,26,16,349,1,291,2,2020,True,New York Giants,Pittsburgh Steelers,NYG,PIT,3,176,FieldTurf Classic HD,Turf,MetLife Stadium,False,67.25,67.25,9.75,46.75,0.0,40.8137,-74.0829,40.4467,-80.0158,312.0931777,0,0
21,2020_01_PIT_NYG_Peppers,2020_NYG_21_Peppers,2020_01_PIT_NYG,NYG,PIT,REG,1,PIT,away,NYG,NYG,44,44088,454,454,454,Half2,4,2.0,NYG 44,10,(7:34) (Shotgun) 24-B.Snell left tackle to NYG 14 for 30 yards (25-C.Ballentine; 21-J.Peppers). NYG-21-J.Peppers was injured during the play.,J,Peppers,NYG,21,contact,lower body,tackler,2020,NYG,DB,SS,21,Active,Jabrill Peppers,Jabrill,Peppers,10/04/1995,71,213,Michigan,3,REG,Jabrill,32005045-5042-0619-4e7d-a0d4df4a4ea7,2017,1,Mon,9/14/20,19:15:00,Pittsburgh Steelers,New York Giants,26,16,349,1,291,2,2020,True,New York Giants,Pittsburgh Steelers,NYG,PIT,3,176,FieldTurf Classic HD,Turf,MetLife Stadium,False,67.25,67.25,9.75,46.75,0.0,40.8137,-74.0829,40.4467,-80.0158,312.0931777,0,0
22,2020_01_SEA_ATL_Dennard,2020_ATL_34_Dennard,2020_01_SEA_ATL,ATL,SEA,REG,1,SEA,away,ATL,ATL,43,44087,709,1609,1609,Half2,3,1.0,ATL 43,10,"(11:49) (No Huddle, Shotgun) 3-R.Wilson pass short right to 16-T.Lockett to ATL 39 for 4 yards (37-R.Allen). ATL-34-D.Dennard was injured during the play. PENALTY on ATL, Defensive Too Many Men on Field, 5 yards, enforced at ATL 43 - No Play.",D,Dennard,ATL,34,non contact,lower body,AFP,2020,ATL,DB,CB,34,Active,Darqueze Dennard,Darqueze,Dennard,10/10/1991,71,205,Michigan State,6,REG,Darqueze,32004445-4e09-5585-b09c-1ac0b8a3689f,2014,1,Sun,9/13/20,13:00:00,Seattle Seahawks,Atlanta Falcons,38,25,383,0,506,2,2020,True,Atlanta Falcons,Seattle Seahawks,ATL,SEA,3,192,FieldTurf Revolution,Turf,Mercedes-Benz Stadium,True,82.25,86.5,2.0,66.75,0.0,33.7551,-84.401,47.5932,-122.3318,2177.413284,0,0
23,2020_01_SEA_ATL_Hill,2020_SEA_42_Hill,2020_01_SEA_ATL,ATL,SEA,REG,1,ATL,home,SEA,ATL,75,44087,305,1205,1205,Half2,3,1.0,ATL 25,10,(5:05) (Shotgun) 2-M.Ryan pass deep left to 11-J.Jones to SEA 31 for 44 yards (42-D.Hill) [90-J.Reed]. SEA-42-D.Hill was injured during the play.,D,Hill,SEA,42,contact,lower body,tackler,2020,SEA,DB,SS,42,R/Injured,Delano Hill,Delano,Hill,11/26/95,73,216,Michigan,3,WC,Delano,32004849-4c17-0556-1de1-66fd253b9acd,2017,1,Sun,9/13/20,13:00:00,Seattle Seahawks,Atlanta Falcons,38,25,383,0,506,2,2020,True,Atlanta Falcons,Seattle Seahawks,ATL,SEA,3,192,FieldTurf Revolution,Turf,Mercedes-Benz Stadium,True,82.25,86.5,2.0,66.75,0.0,33.7551,-84.401,47.5932,-122.3318,2177.413284,0,0
24,2020_01_SEA_ATL_Hill,2020_SEA_42_Hill,2020_01_SEA_ATL,ATL,SEA,REG,1,ATL,home,SEA,SEA,6,44087,58,58,58,Half2,4,1.0,SEA 6,6,"(:58) (No Huddle, Shotgun) 2-M.Ryan pass short left to 25-I.Smith to SEA 7 for -1 yards (42-D.Hill). SEA-42-D.Hill was injured during the play.",D,Hill,SEA,42,contact,lower body,tackler,2020,SEA,DB,SS,42,R/Injured,Delano Hill,Delano,Hill,11/26/95,73,216,Michigan,3,WC,Delano,32004849-4c17-0556-1de1-66fd253b9acd,2017,1,Sun,9/13/20,13:00:00,Seattle Seahawks,Atlanta Falcons,38,25,383,0,506,2,2020,True,Atlanta Falcons,Seattle Seahawks,ATL,SEA,3,192,FieldTurf Revolution,Turf,Mercedes-Benz Stadium,True,82.25,86.5,2.0,66.75,0.0,33.7551,-84.401,47.5932,-122.3318,2177.413284,0,0
25,2020_01_TB_NO_Gardner-Johnson,2020_NO_22_Gardner-Johnson,2020_01_TB_NO,NO,TB,REG,1,TB,away,NO,NO,17,44087,197,197,197,Half2,4,3.0,NO 17,10,"(3:17) (No Huddle, Shotgun) 12-T.Brady pass short left to 80-O.Howard to NO 14 for 3 yards (22-C.Gardner-Johnson). NO-22-C.Gardner-Johnson was injured during the play. His return is Probable. Pass 3, YAC 0",C,Gardner-Johnson,NO,22,contact,lower body,tackler,2020,NO,DB,SS,22,Active,Chauncey Gardner-Johnson,Chauncey,Gardner-Johnson,12/20/97,71,208,Florida,1,DIV,Chauncey,32004741-5221-1068-8e9a-b4c139418bfd,2019,1,Sun,9/13/20,16:25:00,New Orleans Saints,Tampa Bay Buccaneers,34,23,271,0,310,3,2020,False,New Orleans Saints,Tampa Bay Buccaneers,NO,TB,4,191,FieldTurf Revolution 360,Turf,Caesars Superdome,True,87.75,100.5,8.0,70.5,0.0,29.9514,-90.082,27.9798,-82.495,478.3533545,0,0
26,2020_01_TB_NO_Montgomery,2020_NO_88_Montgomery,2020_01_TB_NO,NO,TB,REG,1,TB,away,NO,NO,35,44087,793,1693,1693,Half2,3,,NO 35,0,"3-W.Lutz kicks 65 yards from NO 35 to end zone, Touchback. NO-88-T.Montgomery was injured during the play. His return is Probable.",T,Montgomery,NO,88,non contact,lower body,AFP,2020,NO,RB,RB,88,Active,Ty Montgomery,Ty,Montgomery,1/22/93,72,216,Stanford,5,DIV,Ty,32004d4f-4e67-7133-aabc-f8fd3a30b39d,2015,1,Sun,9/13/20,16:25:00,New Orleans Saints,Tampa Bay Buccaneers,34,23,271,0,310,3,2020,False,New Orleans Saints,Tampa Bay Buccaneers,NO,TB,4,191,FieldTurf Revolution 360,Turf,Caesars Superdome,True,87.75,100.5,8.0,70.5,0.0,29.9514,-90.082,27.9798,-82.495,478.3533545,0,0
